,Crime Type,Subject Count,state,year,url
1,Advanced Fee,15,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,BEC/EAC,6,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Charity,1,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Civil Matter,0,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Confidence Fraud/Romance,12,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,Corporate Data Breach,2,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Credit Card Fraud,5,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Crimes Against Children,0,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Denial of Service/TDos,0,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Employment,12,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Extortion,7,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Gambling,0,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Government Impersonation,2,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Hacktivist,0,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Harassment/Threats of Violence,7,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Health Care Related,0,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,IPR/Copyright and Counterfeit,3,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
19,Descriptors*,,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Social Media,7,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
21,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Identity Theft,7,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,Investment,0,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Lottery/Sweepstakes/Inheritance,1,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Malware/Scareware/Virus,1,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Misrepresentation,8,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,No Lead Value,4,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Non-payment/Non-Delivery,71,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Other,2,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Overpayment,15,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Personal Data Breach,15,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Phishing/Vishing/Smishing/Pharming,6,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Ransomware,0,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Re-shipping,3,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Real Estate/Rental,11,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Spoofing,5,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Tech Support,3,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,Terrorism,0,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Virtual Currency,1,South Dakota,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Advanced Fee,66,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,BEC/EAC,59,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Charity,7,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Civil Matter,6,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Confidence Fraud/Romance,112,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,Corporate Data Breach,5,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Credit Card Fraud,88,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Crimes Against Children,8,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Denial of Service/TDos,3,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Employment,85,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Extortion,105,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Gambling,0,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Government Impersonation,24,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Hacktivist,0,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Harassment/Threats of Violence,125,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Health Care Related,6,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,IPR/Copyright and Counterfeit,10,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
19,Descriptors*,,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Social Media,149,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
21,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Identity Theft,235,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,Investment,9,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Lottery/Sweepstakes/Inheritance,20,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Malware/Scareware/Virus,5,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Misrepresentation,33,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,No Lead Value,501,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Non-payment/Non-Delivery,350,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Other,64,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Overpayment,91,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Personal Data Breach,187,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Phishing/Vishing/Smishing/Pharming,52,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Ransomware,1,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Re-shipping,3,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Real Estate/Rental,94,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Spoofing,40,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Tech Support,28,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,Terrorism,0,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Virtual Currency,58,Tennessee,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Advanced Fee,583,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,BEC/EAC,378,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Charity,14,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Civil Matter,55,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Confidence Fraud/Romance,838,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,Corporate Data Breach,56,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Credit Card Fraud,376,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Crimes Against Children,31,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Denial of Service/TDos,9,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Employment,686,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Extortion,535,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Gambling,2,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Government Impersonation,199,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Hacktivist,0,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Harassment/Threats of Violence,499,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Health Care Related,6,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,IPR/Copyright and Counterfeit,71,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
19,Descriptors*,,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Social Media,813,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
21,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Identity Theft,354,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,Investment,164,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Lottery/Sweepstakes/Inheritance,133,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Malware/Scareware/Virus,37,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Misrepresentation,171,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,No Lead Value,"2,197",Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Non-payment/Non-Delivery,"2,337",Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Other,185,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Overpayment,820,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Personal Data Breach,806,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Phishing/Vishing/Smishing/Pharming,361,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Ransomware,9,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Re-shipping,30,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Real Estate/Rental,454,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Spoofing,259,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Tech Support,180,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,Terrorism,5,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Virtual Currency,217,Texas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Advanced Fee,2,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,BEC/EAC,1,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Charity,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Civil Matter,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Confidence Fraud/Romance,2,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,Corporate Data Breach,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Credit Card Fraud,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Crimes Against Children,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Denial of Service/TDos,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Employment,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Extortion,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Gambling,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Government Impersonation,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Hacktivist,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Harassment/Threats of Violence,1,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Health Care Related,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,IPR/Copyright and Counterfeit,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
19,Descriptors*,,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Social Media,4,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
21,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Identity Theft,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,Investment,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Lottery/Sweepstakes/Inheritance,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Malware/Scareware/Virus,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Misrepresentation,1,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,No Lead Value,1,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Non-payment/Non-Delivery,7,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Other,1,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Overpayment,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Personal Data Breach,2,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Phishing/Vishing/Smishing/Pharming,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Ransomware,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Re-shipping,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Real Estate/Rental,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Spoofing,1,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Tech Support,1,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,Terrorism,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Virtual Currency,0,United States Minor Outlying Islands,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Advanced Fee,59,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,BEC/EAC,19,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Charity,1,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Civil Matter,3,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Confidence Fraud/Romance,45,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,Corporate Data Breach,8,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Credit Card Fraud,32,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Crimes Against Children,3,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Denial of Service/TDos,4,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Employment,33,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Extortion,51,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Gambling,0,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Government Impersonation,15,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Hacktivist,0,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Harassment/Threats of Violence,40,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Health Care Related,1,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,IPR/Copyright and Counterfeit,7,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
19,Descriptors*,,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Social Media,57,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
21,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Identity Theft,43,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,Investment,13,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Lottery/Sweepstakes/Inheritance,12,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Malware/Scareware/Virus,6,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Misrepresentation,16,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,No Lead Value,58,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Non-payment/Non-Delivery,303,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Other,19,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Overpayment,44,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Personal Data Breach,97,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Phishing/Vishing/Smishing/Pharming,39,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Ransomware,3,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Re-shipping,1,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Real Estate/Rental,39,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Spoofing,37,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Tech Support,33,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,Terrorism,0,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Virtual Currency,37,Utah,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Advanced Fee,11,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,BEC/EAC,5,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Charity,0,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Civil Matter,1,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Confidence Fraud/Romance,5,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,Corporate Data Breach,2,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Credit Card Fraud,3,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Crimes Against Children,0,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
9,Denial of Service/TDos,0,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10,Employment,11,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
11,Extortion,9,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
12,Gambling,0,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
13,Government Impersonation,3,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
14,Hacktivist,0,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
15,Harassment/Threats of Violence,11,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
16,Health Care Related,0,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
17,IPR/Copyright and Counterfeit,0,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
18,,,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
19,Descriptors*,,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
20,Social Media,13,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
21,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
1,Identity Theft,4,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
2,Investment,0,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
3,Lottery/Sweepstakes/Inheritance,6,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
4,Malware/Scareware/Virus,0,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
5,Misrepresentation,3,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
6,No Lead Value,5,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
7,Non-payment/Non-Delivery,32,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
8,Other,5,Vermont,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
