,Crime Type,Loss Amount,state,year,url
10337,Gambling,19250,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10338,Government Impersonation,124485,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10340,Harassment/Threats of Violence,28496,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10341,Health Care Related,191,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10342,IPR/Copyright and Counterfeit,9593,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10345,Social Media,298403,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10347,Identity Theft,286928,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10348,Investment,2563936,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10349,Lottery/Sweepstakes/Inheritance,131824,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10350,Malware/Scareware/Virus,100,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10351,Misrepresentation,207650,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10352,No Lead Value,0,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10353,Non-payment/Non-Delivery,1870267,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10354,Other,101337,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10355,Overpayment,378679,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10356,Personal Data Breach,410828,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10357,Phishing/Vishing/Smishing/Pharming,157282,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10358,Ransomware,0,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10359,Re-shipping,0,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10360,Real Estate/Rental,813835,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10361,Spoofing,250292,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10362,Tech Support,264655,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10366,Virtual Currency,326092,Arizona,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10368,Advanced Fee,242097,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10369,BEC/EAC,3187563,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10370,Charity,35191,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10371,Civil Matter,241520,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10372,Confidence Fraud/Romance,1332727,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10373,Corporate Data Breach,125736,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10374,Credit Card Fraud,353174,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10375,Crimes Against Children,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10376,Denial of Service/TDos,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10377,Employment,164341,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10378,Extortion,41859,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10379,Gambling,11,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10380,Government Impersonation,67333,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10381,Hacktivist,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10382,Harassment/Threats of Violence,6511,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10383,Health Care Related,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10384,IPR/Copyright and Counterfeit,841,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10385,,,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10386,Descriptors*,,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10387,Social Media,487313,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10388,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10389,Identity Theft,196925,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10390,Investment,648339,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10391,Lottery/Sweepstakes/Inheritance,52623,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10392,Malware/Scareware/Virus,4809,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10393,Misrepresentation,88495,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10394,No Lead Value,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10395,Non-payment/Non-Delivery,618444,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10396,Other,11032,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10397,Overpayment,104159,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10398,Personal Data Breach,353496,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10399,Phishing/Vishing/Smishing/Pharming,89711,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10400,Ransomware,10500,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10401,Re-shipping,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10402,Real Estate/Rental,456850,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10403,Spoofing,56714,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10404,Tech Support,191962,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10405,Terrorism,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10406,,,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10408,Virtual Currency,118525,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10410,Advanced Fee,83680,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10411,BEC/EAC,736898,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10412,Charity,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10413,Civil Matter,241500,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10414,Confidence Fraud/Romance,1099905,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10415,Corporate Data Breach,113597,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10416,Credit Card Fraud,366243,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10419,Employment,87943,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10420,Extortion,59985,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10421,Gambling,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10422,Government Impersonation,22711,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10424,Harassment/Threats of Violence,29200,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10426,IPR/Copyright and Counterfeit,8773,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10429,Social Media,125718,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10431,Identity Theft,254138,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10432,Investment,649825,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10433,Lottery/Sweepstakes/Inheritance,21202,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10434,Malware/Scareware/Virus,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10435,Misrepresentation,24248,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10437,Non-payment/Non-Delivery,414794,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10438,Other,94185,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10439,Overpayment,104349,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10440,Personal Data Breach,401102,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10441,Phishing/Vishing/Smishing/Pharming,16259,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10442,Ransomware,0,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10444,Real Estate/Rental,300771,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10445,Spoofing,19285,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10446,Tech Support,13105,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10450,Virtual Currency,9825,Arkansas,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10452,Advanced Fee,16244343,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10453,BEC/EAC,190033205,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10454,Charity,28696,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10455,Civil Matter,9509049,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10456,Confidence Fraud/Romance,72355475,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10457,Corporate Data Breach,12907998,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10458,Credit Card Fraud,16616018,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10459,Crimes Against Children,11540,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10460,Denial of Service/TDos,804437,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10461,Employment,8608720,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10462,Extortion,24641667,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10463,Gambling,39816,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10464,Government Impersonation,19356458,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10465,Hacktivist,57012,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10466,Harassment/Threats of Violence,3937773,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10467,Health Care Related,1464561,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10468,IPR/Copyright and Counterfeit,1644275,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10469,,,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10470,Descriptors*,,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10471,Social Media,16382463,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10472,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10473,Identity Theft,25815846,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10474,Investment,33707734,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10475,Lottery/Sweepstakes/Inheritance,16219010,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10476,Malware/Scareware/Virus,269097,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10477,Misrepresentation,1831340,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10478,No Lead Value,70150,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10479,Non-payment/Non-Delivery,26046807,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10480,Other,4841038,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10481,Overpayment,9649604,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10482,Personal Data Breach,26974510,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10483,Phishing/Vishing/Smishing/Pharming,7177488,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10484,Ransomware,127862,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10485,Re-shipping,262736,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10486,Real Estate/Rental,24961906,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10487,Spoofing,14684620,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10488,Tech Support,6815758,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10489,Terrorism,9150,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10490,,,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10492,Virtual Currency,31249112,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10494,Advanced Fee,6225472,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10495,BEC/EAC,32314208,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10496,Charity,42686,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10497,Civil Matter,767451,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10498,Confidence Fraud/Romance,44632796,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10499,Corporate Data Breach,11512717,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10500,Credit Card Fraud,9737494,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10501,Crimes Against Children,247032,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10502,Denial of Service/TDos,7478,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10503,Employment,4429941,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10504,Extortion,1008949,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10505,Gambling,16105,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10506,Government Impersonation,3276305,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10507,Hacktivist,0,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10508,Harassment/Threats of Violence,637071,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10509,Health Care Related,1215894,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10510,IPR/Copyright and Counterfeit,758287,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10513,Social Media,11351986,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10515,Identity Theft,9105375,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10516,Investment,38192346,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10517,Lottery/Sweepstakes/Inheritance,3818887,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10518,Malware/Scareware/Virus,35732,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10519,Misrepresentation,960407,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10520,No Lead Value,0,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10521,Non-payment/Non-Delivery,18266248,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10522,Other,2300320,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10523,Overpayment,4946650,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10524,Personal Data Breach,12780450,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10525,Phishing/Vishing/Smishing/Pharming,1064673,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10526,Ransomware,146,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10527,Re-shipping,71164,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10528,Real Estate/Rental,10620224,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10529,Spoofing,3938008,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10530,Tech Support,3258451,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10531,Terrorism,200,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10534,Virtual Currency,9157341,California,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10536,Advanced Fee,980575,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10537,BEC/EAC,16742410,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10538,Charity,18525,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10539,Civil Matter,18300,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10540,Confidence Fraud/Romance,4782810,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10541,Corporate Data Breach,284329,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10542,Credit Card Fraud,851123,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10543,Crimes Against Children,0,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10544,Denial of Service/TDos,0,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10545,Employment,1063821,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10546,Extortion,1202578,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10547,Gambling,500,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10548,Government Impersonation,631590,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10549,Hacktivist,0,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10550,Harassment/Threats of Violence,144819,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10551,Health Care Related,818,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10552,IPR/Copyright and Counterfeit,26614,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10553,,,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10554,Descriptors*,,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10555,Social Media,896461,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10556,"*These descriptors relate to the medium or tool used to facilitate the crime, and are used by the IC3 for tracking purposes only. They are available only after another crime type has been selected.",,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10557,Identity Theft,855400,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10558,Investment,894234,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10559,Lottery/Sweepstakes/Inheritance,896248,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10560,Malware/Scareware/Virus,49273,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10561,Misrepresentation,157523,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10562,No Lead Value,0,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10563,Non-payment/Non-Delivery,2452586,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10564,Other,675846,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10565,Overpayment,517895,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10566,Personal Data Breach,2963474,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10567,Phishing/Vishing/Smishing/Pharming,426079,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10568,Ransomware,10000,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10569,Re-shipping,7341,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10570,Real Estate/Rental,3252654,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10571,Spoofing,856786,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10572,Tech Support,1032364,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10573,Terrorism,0,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10574,,,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10576,Virtual Currency,2994379,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10578,Advanced Fee,2029368,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10579,BEC/EAC,1845256,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10580,Charity,200,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10581,Civil Matter,151128,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10582,Confidence Fraud/Romance,2924257,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10583,Corporate Data Breach,208476,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10584,Credit Card Fraud,196774,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10587,Employment,237838,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10588,Extortion,45804,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10589,Gambling,300,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10590,Government Impersonation,252196,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10592,Harassment/Threats of Violence,171853,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10593,Health Care Related,0,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10594,IPR/Copyright and Counterfeit,61270,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10597,Social Media,539626,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10599,Identity Theft,115568,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10600,Investment,664202,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10601,Lottery/Sweepstakes/Inheritance,111740,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10602,Malware/Scareware/Virus,419,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10603,Misrepresentation,292090,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10605,Non-payment/Non-Delivery,2200079,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10606,Other,711811,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
10607,Overpayment,254850,Colorado,2018,https://www.ic3.gov/Media/PDF/AnnualReport/2018State/StateReport.aspx
